Date	Time	Monkey	Panel	Sess Time	Trial	Trial Time	code (0 grid touch, 1 large pix touch, 2 failed trial)	Latency to grid touch	Grid Choice	Category	Picture	Switch?	Switch count	Left categ	Left picture	Right categ	Right picture	Correct Trials	Failed Trials	% Failed	% success	Correct Trials Left	Correct Trials Right	% left choice	% right choice	record number
2016_04_15_1_38_PM	41013.5270393803	30606	0	21708	1	15000	2	15000	99				0	Affiliative	AFF3.JPG	Fruit	FRT2.JPG	0	1	100	0	0	0	NaN	NaN	1
2016_04_15_1_39_PM	41013.5277456707	30606	0	82730	2	15022	2	15022	99				0	Affiliative	AFF4.JPG	Fruit	FRT5.JPG	0	2	100	0	0	0	NaN	NaN	2
2016_04_15_1_40_PM	41013.5284514171	30606	0	143708	3	15000	2	15000	99				0	Affiliative	AFF1.JPG	Fruit	FRT3.JPG	0	3	100	0	0	0	NaN	NaN	3
2016_04_15_1_41_PM	41013.5291574413	30606	0	204708	4	15000	2	15000	99				0	Affiliative	AFF6.JPG	Fruit	FRT1.JPG	0	4	100	0	0	0	NaN	NaN	4
2016_04_15_1_43_PM	41013.5298634539	30606	0	265708	5	15000	2	15000	99				0	Affiliative	AFF5.JPG	Fruit	FRT4.JPG	0	5	100	0	0	0	NaN	NaN	5
2016_04_15_1_44_PM	41013.5305694781	30606	0	326708	6	15000	2	15000	99				0	Affiliative	AFF2.JPG	Fruit	FRT6.JPG	0	6	100	0	0	0	NaN	NaN	6
2016_04_15_1_45_PM	41013.5312754907	30606	0	387708	7	15000	2	15000	99				0	Aggressive	AGG5.JPG	Affiliative	AFF3.JPG	0	7	100	0	0	0	NaN	NaN	7
2016_04_15_1_46_PM	41013.5319815149	30606	0	448708	8	15000	2	15000	99				0	Aggressive	AGG6.JPG	Affiliative	AFF6.JPG	0	8	100	0	0	0	NaN	NaN	8
2016_04_15_1_47_PM	41013.5326875275	30606	0	509708	9	15000	2	15000	99				0	Aggressive	AGG3.JPG	Affiliative	AFF2.JPG	0	9	100	0	0	0	NaN	NaN	9
2016_04_15_1_48_PM	41013.5333935516	30606	0	570708	10	15000	2	15000	99				0	Aggressive	AGG1.JPG	Affiliative	AFF1.JPG	0	10	100	0	0	0	NaN	NaN	10
2016_04_15_1_49_PM	41013.5340995642	30606	0	631708	11	15000	2	15000	99				0	Aggressive	AGG2.JPG	Affiliative	AFF4.JPG	0	11	100	0	0	0	NaN	NaN	11
2016_04_15_1_50_PM	41013.5348055884	30606	0	692708	12	15000	2	15000	99				0	Aggressive	AGG4.JPG	Affiliative	AFF5.JPG	0	12	100	0	0	0	NaN	NaN	12
2016_04_15_1_51_PM	41013.5355116010	30606	0	753708	13	15000	2	15000	99				0	Lab	LAB2.JPG	Fruit	FRT3.JPG	0	13	100	0	0	0	NaN	NaN	13
2016_04_15_1_52_PM	41013.5361347038	30606	0	807525	14	7817	0	7817	1	Fruit	FRT1.JPG		0	Lab	LAB5.JPG	Fruit	FRT1.JPG	1	13	93	7	0	1	0	100	14
2016_04_15_1_52_PM	41013.5361627957	30606	0	809971	14	10263	1	10263	99				0	LAB5.JPG		FRT1.JPG		1	13	93	7	0	1	0	100	15
2016_04_15_1_52_PM	41013.5361721712	30606	0	810780	14	11072	1	11072	99				0					1	13	93	7	0	1	0	100	16
2016_04_15_1_53_PM	41013.5369041228	30606	0	873983	15	13275	0	13275	0	Lab	LAB4.JPG	1	1	Lab	LAB4.JPG	Fruit	FRT4.JPG	2	13	87	13	1	1	50	50	17
2016_04_15_1_53_PM	41013.5369166004	30606	0	875100	15	14392	1	14392	99				1	LAB4.JPG		FRT4.JPG		2	13	87	13	1	1	50	50	18
2016_04_15_1_54_PM	41013.5376296620	30606	0	936708	16	15000	2	15000	99				1	Lab	LAB1.JPG	Fruit	FRT2.JPG	2	14	88	12	1	1	50	50	19
2016_04_15_1_55_PM	41013.5383356746	30606	0	997708	17	15000	2	15000	99				1	Lab	LAB3.JPG	Fruit	FRT6.JPG	2	15	88	12	1	1	50	50	20
2016_04_15_1_56_PM	41013.5390416872	30606	0	1058707	18	15000	2	15000	99				1	Lab	LAB6.JPG	Fruit	FRT5.JPG	2	16	89	11	1	1	50	50	21
2016_04_15_1_57_PM	41013.5398171482	30606	0	1125707	19	15000	2	15000	99				1	Affiliative	AFF1.JPG	Nature	NAT3.JPG	2	17	89	11	1	1	50	50	22
2016_04_15_1_58_PM	41013.5405231608	30606	0	1186707	20	15000	2	15000	99				1	Affiliative	AFF4.JPG	Nature	NAT4.JPG	2	18	90	10	1	1	50	50	23
2016_04_15_1_59_PM	41013.5412291850	30606	0	1247707	21	15000	2	15000	99				1	Affiliative	AFF5.JPG	Nature	NAT2.JPG	2	19	90	10	1	1	50	50	24
2016_04_15_2_00_PM	41013.5419351976	30606	0	1308707	22	15000	2	15000	99				1	Affiliative	AFF6.JPG	Nature	NAT1.JPG	2	20	91	9	1	1	50	50	25
2016_04_15_2_01_PM	41013.5426412218	30606	0	1369707	23	15000	2	15000	99				1	Affiliative	AFF2.JPG	Nature	NAT6.JPG	2	21	91	9	1	1	50	50	26
2016_04_15_2_02_PM	41013.5433472344	30606	0	1430707	24	15000	2	15000	99				1	Affiliative	AFF3.JPG	Nature	NAT5.JPG	2	22	92	8	1	1	50	50	27
2016_04_15_2_03_PM	41013.5440532586	30606	0	1491707	25	15000	2	15000	99				1	Nature	NAT5.JPG	Lab	LAB4.JPG	2	23	92	8	1	1	50	50	28
2016_04_15_2_04_PM	41013.5447592712	30606	0	1552707	26	15000	2	15000	99				1	Nature	NAT1.JPG	Lab	LAB5.JPG	2	24	92	8	1	1	50	50	29
2016_04_15_2_05_PM	41013.5454652953	30606	0	1613707	27	15000	2	15000	99				1	Nature	NAT6.JPG	Lab	LAB1.JPG	2	25	93	7	1	1	50	50	30
2016_04_15_2_06_PM	41013.5461713311	30606	0	1674708	28	15000	2	15000	99				1	Nature	NAT4.JPG	Lab	LAB3.JPG	2	26	93	7	1	1	50	50	31
2016_04_15_2_07_PM	41013.5468773437	30606	0	1735708	29	15000	2	15000	99				1	Nature	NAT2.JPG	Lab	LAB6.JPG	2	27	93	7	1	1	50	50	32
2016_04_15_2_08_PM	41013.5475833679	30606	0	1796708	30	15000	2	15000	99				1	Nature	NAT3.JPG	Lab	LAB2.JPG	2	28	93	7	1	1	50	50	33
2016_04_15_2_09_PM	41013.5482893689	30606	0	1857707	31	15000	2	15000	99				1	Cynomolgus	CYN3.JPG	Nature	NAT1.JPG	2	29	94	6	1	1	50	50	34
2016_04_15_2_10_PM	41013.5489953931	30606	0	1918707	32	15000	2	15000	99				1	Cynomolgus	CYN4.JPG	Nature	NAT3.JPG	2	30	94	6	1	1	50	50	35
2016_04_15_2_11_PM	41013.5497014057	30606	0	1979707	33	15000	2	15000	99				1	Cynomolgus	CYN5.JPG	Nature	NAT5.JPG	2	31	94	6	1	1	50	50	36
2016_04_15_2_12_PM	41013.5504074299	30606	0	2040707	34	15000	2	15000	99				1	Cynomolgus	CYN6.JPG	Nature	NAT4.JPG	2	32	94	6	1	1	50	50	37
2016_04_15_2_13_PM	41013.5511134425	30606	0	2101707	35	15000	2	15000	99				1	Cynomolgus	CYN2.JPG	Nature	NAT6.JPG	2	33	94	6	1	1	50	50	38
2016_04_15_2_14_PM	41013.5518194667	30606	0	2162707	36	15000	2	15000	99				1	Cynomolgus	CYN1.JPG	Nature	NAT2.JPG	2	34	94	6	1	1	50	50	39
2016_04_15_2_15_PM	41013.5525949277	30606	0	2229707	37	15000	2	15000	99				1	Cynomolgus	CYN5.JPG	Fruit	FRT6.JPG	2	35	95	5	1	1	50	50	40
2016_04_15_2_16_PM	41013.5533009403	30606	0	2290707	38	15000	2	15000	99				1	Cynomolgus	CYN2.JPG	Fruit	FRT4.JPG	2	36	95	5	1	1	50	50	41
2016_04_15_2_17_PM	41013.5540069645	30606	0	2351707	39	15000	2	15000	99				1	Cynomolgus	CYN3.JPG	Fruit	FRT5.JPG	2	37	95	5	1	1	50	50	42
